epoch,balance_loss,edge_loss,fw_loss,loss,lr,p_loss,val_balance_loss,val_edge_loss,val_fw_loss,val_loss,val_p_loss,val_weymouth_loss,weymouth_loss
84,3.4536585807800293,10.849650382995605,2.1457903385162354,16.449100494384766,0.0091443295,376703.3125,12.184353828430176,15.294294357299805,2.125688076019287,29.60433578491211,381468.65625,14104418304.0,15341930496.0
85,3.034180164337158,10.932621955871582,2.1151375770568848,16.081939697265625,0.0091347005,376762.6875,12.54789924621582,16.703617095947266,2.215853691101074,31.46736717224121,381619.9375,13553757184.0,15053979648.0
86,2.790976047515869,10.784292221069336,2.1564953327178955,15.73176383972168,0.009125081,376778.4375,5.489021301269531,11.269014358520508,2.0510923862457275,18.809127807617188,381179.6875,15128068096.0,14917533696.0
87,3.7490086555480957,11.111464500427246,2.251655101776123,17.11212730407715,0.0091154715,376729.9375,8.7940673828125,13.555177688598633,2.2159509658813477,24.565195083618164,381578.8125,13323744256.0,15259279360.0
88,3.199829578399658,10.980631828308105,2.1584789752960205,16.338939666748047,0.009105872,376808.9375,12.143217086791992,15.091272354125977,1.9490772485733032,29.18356704711914,381241.40625,15073060864.0,14881292288.0
89,2.862746477127075,10.87858772277832,2.2260208129882812,15.967355728149414,0.009096283,376671.8125,6.2547478675842285,11.461384773254395,2.1833887100219727,19.899520874023438,381566.34375,13360743424.0,15584441344.0
90,2.70306134223938,10.670877456665039,2.1395537853240967,15.5134916305542,0.009086705,376800.90625,3.6572022438049316,10.724905014038086,1.98565673828125,16.36776351928711,381091.1875,15859316736.0,14822476800.0
91,2.8817830085754395,10.873315811157227,2.2384400367736816,15.993537902832031,0.009077136,376742.9375,6.5359787940979,12.525474548339844,1.9957103729248047,21.05716323852539,381381.46875,14387779584.0,15191203840.0
92,3.0149970054626465,11.193918228149414,2.3272480964660645,16.536161422729492,0.009067577,376652.0,4.528765678405762,10.8225736618042,2.187868356704712,17.539207458496094,381515.5,13425817600.0,15557577728.0
93,3.0214977264404297,11.279787063598633,2.341191053390503,16.642475128173828,0.009058028,376842.9375,3.558600664138794,11.679399490356445,2.097538471221924,17.335538864135742,381478.0625,14398852096.0,14795161600.0
94,3.104870319366455,11.238580703735352,2.3629117012023926,16.706363677978516,0.009048491,376685.0625,4.720919132232666,10.86731243133545,2.1859495639801025,17.774181365966797,381408.40625,13611672576.0,15489630208.0
95,2.7971794605255127,11.009864807128906,2.2333996295928955,16.040443420410156,0.0090389615,376751.21875,4.369784832000732,11.210592269897461,2.0221445560455322,17.602521896362305,381397.59375,14607354880.0,15191171072.0
96,2.6080901622772217,10.522717475891113,2.1752448081970215,15.306053161621094,0.009029443,376685.84375,6.642159461975098,12.102482795715332,1.9611793756484985,20.705821990966797,381252.9375,14859921408.0,15420499968.0
97,2.6732916831970215,10.961113929748535,2.241264820098877,15.8756685256958,0.009019935,376643.40625,5.340500831604004,12.949742317199707,2.6624979972839355,20.952739715576172,381836.1875,12323981312.0,15809239040.0
98,2.701935291290283,10.892173767089844,2.3012802600860596,15.89538860321045,0.009010436,376778.25,3.555880069732666,10.414329528808594,1.9645473957061768,15.934758186340332,381073.4375,15607554048.0,15026886656.0
99,2.5333542823791504,10.52656364440918,2.1644935607910156,15.224411010742188,0.009000948,376638.34375,6.910387992858887,12.9876070022583,2.1194331645965576,22.01742935180664,381438.25,14032314368.0,15769221120.0
100,2.608703374862671,10.598006248474121,2.1987879276275635,15.405497550964355,0.00899147,376730.03125,3.9127326011657715,10.541035652160645,2.02586030960083,16.479629516601562,381096.125,15750764544.0,15301689344.0
101,2.8822238445281982,10.605489730834961,2.1345391273498535,15.622251510620117,0.008982001,376675.21875,2.876680850982666,10.197450637817383,2.0485761165618896,15.122708320617676,380992.9375,16404739072.0,15473014784.0
102,2.6728992462158203,10.684232711791992,2.1162760257720947,15.473408699035645,0.008972542,376648.5625,4.537265777587891,12.370270729064941,2.1440963745117188,19.051631927490234,381395.96875,14602663936.0,15710696448.0
103,2.7950215339660645,10.913850784301758,2.1872050762176514,15.896075248718262,0.008963094,376671.4375,13.192425727844238,16.350372314453125,2.083977222442627,31.626773834228516,381080.40625,16134273024.0,15505324032.0
104,3.1016013622283936,10.802453994750977,2.279823064804077,16.18387794494629,0.008953655,376702.09375,5.512072563171387,11.612593650817871,2.110635280609131,19.235301971435547,381355.5625,14240253952.0,15379764224.0
105,3.1987736225128174,10.699567794799805,2.224823474884033,16.123165130615234,0.008944227,376656.6875,4.1400556564331055,10.123771667480469,2.412487506866455,16.676315307617188,381588.6875,13100488704.0,15685670912.0
106,3.547802448272705,10.913511276245117,2.154073715209961,16.615386962890625,0.008934808,376662.6875,3.5213966369628906,10.29631519317627,2.156710624694824,15.9744234085083,381503.125,14025387008.0,15582137344.0
107,3.064833164215088,10.868836402893066,2.1232194900512695,16.056888580322266,0.008925399,376635.5625,8.285375595092773,13.387249946594238,2.353635787963867,24.026260375976562,381624.90625,13306586112.0,15693853696.0
108,3.194286584854126,10.891674041748047,2.232067346572876,16.31802749633789,0.008916,376718.0,3.327146053314209,10.626998901367188,1.9840415716171265,15.938186645507812,381008.1875,16017725440.0,15287891968.0
109,2.767404556274414,10.760293960571289,2.1901047229766846,15.717803955078125,0.008906611,376633.59375,3.4374098777770996,10.294177055358887,2.1790027618408203,15.910589218139648,381571.34375,13839824896.0,15722673152.0
110,2.796988010406494,10.616393089294434,2.163635730743408,15.57701587677002,0.008897232,376697.625,28.058380126953125,24.941720962524414,3.721897602081299,56.72199630737305,380382.25,19614638080.0,15376261120.0
111,3.0601625442504883,10.967598915100098,2.227254629135132,16.255016326904297,0.008887863,376611.9375,9.6071195602417,13.725369453430176,2.481243848800659,25.813732147216797,381047.90625,16188524544.0,15856882688.0
112,2.7659378051757812,11.161949157714844,2.2423362731933594,16.170223236083984,0.008878503,376743.15625,19.353254318237305,20.533679962158203,2.902184009552002,42.78911590576172,381536.90625,13606876160.0,15331973120.0
113,2.6495089530944824,10.7787504196167,2.2142274379730225,15.642488479614258,0.008869153,376650.71875,15.720390319824219,16.846622467041016,2.0753698348999023,34.64238357543945,380873.0625,16508204032.0,15670689792.0
114,2.859776020050049,10.792989730834961,2.135364294052124,15.788128852844238,0.008859814,376657.0625,20.709901809692383,20.912551879882812,2.111457347869873,43.73391342163086,381138.3125,15855807488.0,15685715968.0
115,3.4351553916931152,10.908195495605469,2.1238574981689453,16.467206954956055,0.008850484,376725.84375,14.176210403442383,16.872180938720703,2.068665027618408,33.1170539855957,380827.65625,16819382272.0,15368252416.0
116,3.1850838661193848,11.541311264038086,2.3188796043395996,17.045276641845703,0.008841164,376574.1875,39.361976623535156,30.093435287475586,1.9824711084365845,71.43788146972656,381277.8125,14986921984.0,15977199616.0
117,2.630166530609131,10.525888442993164,2.207016706466675,15.363070487976074,0.008831854,376710.9375,30.1486759185791,27.029788970947266,2.1514549255371094,59.329917907714844,381469.34375,14227213312.0,15504353280.0
118,2.553190231323242,10.552688598632812,2.130554676055908,15.236433029174805,0.008822554,376649.4375,35.43965148925781,22.70893096923828,2.247303009033203,60.3958854675293,381283.90625,14192235520.0,15694936064.0
119,2.7448325157165527,10.737272262573242,2.1590046882629395,15.641111373901367,0.008813264,376589.15625,32.624664306640625,25.981231689453125,2.317539930343628,60.923439025878906,381550.34375,13412396032.0,16043821056.0
120,2.879347324371338,10.923004150390625,2.2509639263153076,16.053316116333008,0.008803982,376715.21875,41.63640213012695,29.4123592376709,1.9545799493789673,73.00334167480469,381088.46875,15696746496.0,15547788288.0
121,2.6949307918548584,10.618823051452637,2.212769031524658,15.526524543762207,0.008794712,376550.375,31.903005599975586,26.891773223876953,2.056347608566284,60.85112762451172,381363.15625,14569663488.0,16232241152.0
122,2.6534485816955566,11.083584785461426,2.293159008026123,16.03019142150879,0.00878545,376699.6875,36.020530700683594,26.737579345703125,2.161174774169922,64.9192886352539,381301.6875,14159762432.0,15537309696.0
123,2.8871052265167236,10.77612018585205,2.2632739543914795,15.926498413085938,0.008776198,376600.40625,49.66450500488281,30.81293296813965,2.7518458366394043,83.22927856445312,381618.53125,12948468736.0,16056914944.0
124,2.8202457427978516,10.773294448852539,2.3055992126464844,15.899139404296875,0.008766957,376669.65625,61.185699462890625,34.772682189941406,3.0798981189727783,99.03827667236328,381809.5625,12198434816.0,15701993472.0
125,2.5927202701568604,10.592945098876953,2.131697416305542,15.317362785339355,0.008757724,376576.90625,37.224761962890625,27.117626190185547,2.0374882221221924,66.3798828125,381295.53125,14870517760.0,16260284416.0
126,2.6750118732452393,10.41238021850586,2.153644561767578,15.241035461425781,0.0087485025,376606.84375,57.24010467529297,38.67656326293945,2.6778564453125,98.59452819824219,381488.90625,13655624704.0,16033262592.0
